10.404202333999999,-0.125
20.936341917,-0.32142857142857145
31.478764834000003,-0.32142857142857145
41.987650834,-0.21428571428571427
52.525149417,-0.2388357142857143
63.06767129200001,0.0
73.58087624999999,0.0
83.75272737499999,0.008130081300813009
94.01908979199999,0.10273972602739725
104.269711125,-0.03389830508474576
114.45104624999999,-0.022388059701492536
124.60205549999999,-0.1
134.831800792,-0.1320754716981132
145.042971792,-0.11791194029850746
155.341259,-0.07142857142857142
165.57415699999999,-0.10227272727272728
175.731104292,-0.0603448275862069
186.015936125,-0.05
196.265182792,-0.11764705882352941
206.400359459,-0.14096607142857143
216.551937375,-0.03367454545454546
226.766652459,-0.038461538461538464
236.991746292,-0.055067741935483874
247.26882237499998,-0.14000166666666666
257.44030775,-0.2778638888888889
267.70687416699997,-0.19057456140350879
277.936226459,-0.13559322033898305
288.142498667,-0.07612323943661972
